id_cliente;tx_zona;tx_reclamo;fc_reclamo
AFG-000436;región F;Facturación;6 de julio de 2017
AFG-002936;región B;Falta Servicio;7/7/2017
AFG-000762;región C;Falta Servicio;7 de julio de 2017
AFG-000546;región F;Falta Servicio;7 de julio de 2017
AFG-002258;región D;Instalación pendiente;2017-8-7
AFG-002006;región E;Facturación;2017-8-7
AFG-000627;región F;Facturación;8 de julio de 2017
AFG-001366;región E;Falta Servicio;9/7/17
AFG-001078;región D;Instalación pendiente;9/7/17
AFG-000014;región F;Facturación;9 de julio de 2017
AFG-002631;región B;Facturación;10-7-2017
AFG-002453;región A;Cambio de Producto;2017-10-7
AFG-001318;región C;Facturación;10/7/17
AFG-000995;región A;Falta Servicio;11/7/17
AFG-000958;región B;Falta Servicio;11/7/17
AFG-000516;región E;Actualiza datos;11 de julio de 2017
AFG-002323;región F;Falta Servicio;2017-12-7
AFG-001441;región A;Falta Servicio;12/7/17
AFG-000262;región C;Falta Servicio;12 de julio de 2017
AFG-002182;región A;Facturación;2017-13-7
AFG-000916;región C;Instalación pendiente;13 de julio de 2017
AFG-000374;región B;Facturación;13 de julio de 2017
AFG-001802;región B;Actualiza datos;14/7/17
AFG-000464;región D;Falta Servicio;14 de julio de 2017
AFG-000336;región A;Falta Servicio;14 de julio de 2017
AFG-002763;región B;Facturación;15/7/2017
AFG-001486;región F;Facturación;15/7/17
AFG-000661;región A;Falta Servicio;15 de julio de 2017
AFG-002264;región B;Falta Servicio;2017-16-7
AFG-002118;región C;Falta Servicio;2017-16-7
AFG-000860;región F;Facturación;16 de julio de 2017
AFG-002352;región E;Falta Servicio;2017-17-7
AFG-000732;región F;Falta Servicio;17 de julio de 2017
AFG-000514;región A;Facturación;17 de julio de 2017
AFG-001273;región A;Facturación;18/7/17
AFG-000976;región F;Facturación;18/7/17
AFG-000769;región B;Facturación;18 de julio de 2017
AFG-002850;región C;Facturación;19/7/2017
AFG-001918;región A;Facturación;2017-19-7
AFG-001863;región B;No reconoce producto;19/7/17
AFG-001831;región B;Facturación;20/7/17
AFG-001584;región E;Falta Servicio;20/7/17
AFG-001328;región C;Facturación;20/7/17
AFG-003153;región A;Facturación;21/7/2017
AFG-003110;región F;Falta Servicio;21/7/2017
AFG-001818;región D;Facturación;21/7/17
AFG-002187;región B;Falta Servicio;2017-22-7
AFG-001502;región F;Falta Servicio;22/7/17
AFG-000672;región A;Facturación;22 de julio de 2017
AFG-001635;región A;Falta Servicio;23/7/17
AFG-000931;región E;Falta Servicio;23 de julio de 2017
AFG-000029;región F;Falta Servicio;23 de julio de 2017
AFG-003281;región B;Falta Servicio;24/7/2017
AFG-001508;región D;Cambio de Producto;24/7/17
AFG-000956;región C;Facturación;24/7/17
AFG-003231;región C;Facturación;25/7/2017
AFG-001058;región D;Facturación;25/7/17
AFG-000051;región E;Facturación;25 de julio de 2017
AFG-001796;región E;Falta Servicio;26/7/17
AFG-001140;región C;Instalación pendiente;26/7/17
AFG-000501;región B;Cambio de Producto;26 de julio de 2017
AFG-002812;región E;Facturación;27/7/2017
AFG-002021;región B;Falta Servicio;2017-27-7
AFG-001743;región A;Falta Servicio;27/7/17
AFG-001737;región E;Falta Servicio;28/7/17
AFG-001151;región D;Facturación;28/7/17
AFG-000993;región B;Instalación pendiente;28/7/17
AFG-003192;región E;Actualiza datos;29/7/2017
AFG-002725;región F;Facturación;29-7-2017
AFG-002460;región B;Cambio de Producto;2017-29-7
AFG-001505;región E;Facturación;30/7/17
AFG-001430;región F;Facturación;30/7/17
AFG-000018;región A;Cambio de Producto;30 de julio de 2017
AFG-001684;región A;Facturación;31/7/17
AFG-001662;región F;Facturación;31/7/17
AFG-001271;región E;Falta Servicio;31/7/17
AFG-003140;región D;No reconoce producto;1/8/2017
AFG-002809;región E;Falta Servicio;1/8/2017
AFG-001054;región C;Falta Servicio;1/8/17
AFG-002083;región E;Falta Servicio;2017-2-8
AFG-001686;región C;Facturación;2/8/17
AFG-001279;región D;Falta Servicio;2/8/17
AFG-003167;región C;Instalación pendiente;3/8/2017
AFG-002068;región B;Falta Servicio;2017-3-8
AFG-001260;región A;Falta Servicio;3/8/17
AFG-002502;región A;Falta Servicio;2017-4-8
AFG-001052;región C;Cambio de Producto;4/8/17
AFG-000513;región B;Facturación;4 de agosto de 2017
AFG-001842;región D;Instalación pendiente;5/8/17
AFG-001718;región F;Falta Servicio;5/8/17
AFG-001253;región C;Falta Servicio;5/8/17
AFG-003007;región B;Falta Servicio;6/8/2017
AFG-002411;región C;Facturación;2017-6-8
AFG-001065;región E;Falta Servicio;6/8/17
AFG-002597;región C;Falta Servicio;2017-7-8
AFG-001973;región E;Falta Servicio;2017-7-8
AFG-000019;región D;Facturación;7 de agosto de 2017
AFG-003190;región E;Falta Servicio;8/8/2017
AFG-002210;región C;Facturación;2017-8-8
AFG-001829;región F;Falta Servicio;8/8/17
AFG-002857;región B;Facturación;9/8/2017
AFG-000859;región C;Facturación;9 de agosto de 2017
AFG-000407;región E;Falta Servicio;9 de agosto de 2017
AFG-001896;región E;Facturación;2017-10-8
AFG-000688;región F;Actualiza datos;10 de agosto de 2017
AFG-000012;región A;Instalación pendiente;10 de agosto de 2017
AFG-003184;región E;Facturación;11/8/2017
AFG-002882;región A;Falta Servicio;11/8/2017
AFG-001586;región B;Facturación;11/8/17
AFG-002373;región D;Facturación;2017-12-8
AFG-001980;región C;Falta Servicio;2017-12-8
AFG-001145;región B;Facturación;12/8/17
AFG-001656;región D;Facturación;13/8/17
AFG-001294;región C;Facturación;13/8/17
AFG-000495;región B;Falta Servicio;13 de agosto de 2017
AFG-002845;región E;Falta Servicio;14/8/2017
AFG-000671;región D;Cambio de Producto;14 de agosto de 2017
AFG-000607;región F;Falta Servicio;14 de agosto de 2017
AFG-001945;región E;Cambio de Producto;2017-15-8
AFG-000853;región F;Falta Servicio;15 de agosto de 2017
AFG-000485;región D;Falta Servicio;15 de agosto de 2017
AFG-001787;región E;Facturación;16/8/17
AFG-001162;región B;Falta Servicio;16/8/17
AFG-001088;región F;Falta Servicio;16/8/17
AFG-002202;región F;Falta Servicio;2017-17-8
AFG-000823;región E;Falta Servicio;17 de agosto de 2017
AFG-000650;región C;Facturación;17 de agosto de 2017
AFG-002229;región E;Facturación;2017-18-8
AFG-001358;región C;Falta Servicio;18/8/17
AFG-000288;región D;No reconoce producto;18 de agosto de 2017
AFG-001983;región C;Falta Servicio;2017-19-8
AFG-001959;región B;Facturación;2017-19-8
AFG-001601;región E;Facturación;19/8/17
AFG-003097;región E;Falta Servicio;20/8/2017
AFG-002980;región F;Instalación pendiente;20/8/2017
AFG-000705;región D;Facturación;20 de agosto de 2017
AFG-003217;región C;Facturación;21/8/2017
AFG-002551;región B;Falta Servicio;2017-21-8
AFG-002119;región D;Facturación;2017-21-8
AFG-002469;región E;Falta Servicio;2017-22-8
AFG-002000;región C;Falta Servicio;2017-22-8
AFG-000080;región D;Facturación;22 de agosto de 2017
AFG-002003;región E;Falta Servicio;2017-23-8
AFG-001329;región A;Instalación pendiente;23/8/17
AFG-001139;región B;Facturación;23/8/17
AFG-002172;región D;Facturación;2017-24-8
AFG-000972;región C;Facturación;24/8/17
AFG-000644;región B;Falta Servicio;24 de agosto de 2017
AFG-002098;región A;Falta Servicio;2017-25-8
AFG-001027;región E;Falta Servicio;25/8/17
AFG-000949;región D;Facturación;25/8/17
AFG-003304;región C;Facturación;26/8/2017
AFG-001386;región B;Falta Servicio;26/8/17
AFG-000447;región E;Facturación;26 de agosto de 2017
AFG-003099;región C;Instalación pendiente;27/8/2017
AFG-002482;región E;Facturación;2017-27-8
AFG-000806;región D;Facturación;27 de agosto de 2017
AFG-000519;región B;Falta Servicio;28 de agosto de 2017
AFG-000499;región D;Facturación;28 de agosto de 2017
AFG-000437;región E;Actualiza datos;28 de agosto de 2017
AFG-002456;región B;Actualiza datos;2017-29-8
AFG-002253;región C;Falta Servicio;2017-29-8
AFG-001878;región A;Falta Servicio;29/8/17
AFG-002387;región B;Actualiza datos;2017-30-8
AFG-001914;región F;No reconoce producto;2017-30-8
AFG-000977;región C;Actualiza datos;30/8/17
AFG-001683;región C;Falta Servicio;31/8/17
AFG-001259;región F;Actualiza datos;31/8/17
AFG-000856;región A;Actualiza datos;31 de agosto de 2017
AFG-002899;región D;Falta Servicio;1/9/2017
AFG-001512;región B;Facturación;1/9/17
AFG-000003;región C;Cambio de Producto;1 de septiembre de 2017
AFG-002350;región E;Facturación;2017-2-9
AFG-001117;región F;Instalación pendiente;2/9/17
AFG-000391;región D;Falta Servicio;2 de septiembre de 2017
AFG-002504;región F;Falta Servicio;2017-3-9
AFG-001897;región D;Falta Servicio;2017-3-9
AFG-000562;región A;Falta Servicio;3 de septiembre de 2017
AFG-003286;región B;Facturación;4/9/2017
AFG-002706;región C;Falta Servicio;4-9-2017
AFG-002417;región D;Facturación;2017-4-9
AFG-001397;región B;Cambio de Producto;5/9/17
AFG-001225;región A;Facturación;5/9/17
AFG-001114;región C;Falta Servicio;5/9/17
AFG-002441;región D;Falta Servicio;2017-6-9
AFG-001597;región F;Falta Servicio;6/9/17
AFG-001007;región A;No reconoce producto;6/9/17
AFG-003245;región F;Actualiza datos;7/9/2017
AFG-001115;región D;Falta Servicio;7/9/17
AFG-000724;región A;Actualiza datos;7 de septiembre de 2017
AFG-002194;región B;No reconoce producto;2017-8-9
AFG-002097;región A;Facturación;2017-8-9
AFG-001006;región F;Falta Servicio;8/9/17
AFG-002963;región F;Instalación pendiente;9/9/2017
AFG-001847;región E;Facturación;9/9/17
AFG-001579;región C;Falta Servicio;9/9/17
AFG-003075;región C;Falta Servicio;10/9/2017
AFG-000452;región E;Facturación;10 de septiembre de 2017
AFG-000110;región B;Cambio de Producto;10 de septiembre de 2017
AFG-002120;región C;Falta Servicio;2017-11-9
AFG-001693;región D;Falta Servicio;11/9/17
AFG-000382;región B;Facturación;11 de septiembre de 2017
AFG-000778;región C;Instalación pendiente;12 de septiembre de 2017
AFG-000431;región F;No reconoce producto;12 de septiembre de 2017
AFG-000149;región E;Facturación;12 de septiembre de 2017
AFG-002794;región A;Falta Servicio;13/9/2017
AFG-002048;región F;Falta Servicio;2017-13-9
AFG-001215;región E;Falta Servicio;13/9/17
AFG-000961;región D;Falta Servicio;14/9/17
AFG-000385;región F;Facturación;14 de septiembre de 2017
AFG-000328;región E;Instalación pendiente;14 de septiembre de 2017
AFG-001589;región B;Facturación;15/9/17
AFG-001399;región A;Falta Servicio;15/9/17
AFG-000239;región D;Facturación;15 de septiembre de 2017
AFG-002893;región C;Facturación;16/9/2017
AFG-002105;región F;Actualiza datos;2017-16-9
AFG-001278;región D;Cambio de Producto;16/9/17
AFG-001377;región B;Facturación;17/9/17
AFG-000529;región D;Cambio de Producto;17 de septiembre de 2017
AFG-000237;región E;Facturación;17 de septiembre de 2017
AFG-002297;región B;Falta Servicio;2017-18-9
AFG-001770;región C;No reconoce producto;18/9/17
AFG-000992;región F;Falta Servicio;18/9/17
AFG-002446;región E;Actualiza datos;2017-19-9
AFG-001951;región D;Facturación;2017-19-9
AFG-000069;región A;Instalación pendiente;19 de septiembre de 2017
AFG-002846;región E;Falta Servicio;20/9/2017
AFG-002431;región A;Falta Servicio;2017-20-9
AFG-001071;región F;Facturación;20/9/17
AFG-003237;región E;Facturación;21/9/2017
AFG-002426;región B;Actualiza datos;2017-21-9
AFG-001019;región C;No reconoce producto;21/9/17
AFG-002582;región F;Instalación pendiente;2017-22-9
AFG-001233;región D;Falta Servicio;22/9/17
AFG-000675;región C;Actualiza datos;22 de septiembre de 2017
AFG-002616;región C;Falta Servicio;23-9-2017
AFG-001236;región B;Facturación;23/9/17
AFG-001028;región A;Instalación pendiente;23/9/17
AFG-003118;región C;Falta Servicio;24/9/2017
AFG-003111;región A;Facturación;24/9/2017
AFG-002931;región F;Cambio de Producto;24/9/2017
AFG-002430;región E;Facturación;2017-25-9
AFG-001451;región B;Falta Servicio;25/9/17
AFG-000618;región A;No reconoce producto;25 de septiembre de 2017
AFG-003232;región F;Falta Servicio;26/9/2017
AFG-003084;región C;Falta Servicio;26/9/2017
AFG-002793;región E;Cambio de Producto;26/9/2017
AFG-001354;región C;Facturación;27/9/17
AFG-000971;región B;Actualiza datos;27/9/17
AFG-000070;región F;Falta Servicio;27 de septiembre de 2017
AFG-002177;región C;No reconoce producto;2017-28-9
AFG-001976;región B;Cambio de Producto;2017-28-9
AFG-000311;región A;No reconoce producto;28 de septiembre de 2017
AFG-002878;región F;Facturación;29/9/2017
AFG-001485;región E;Facturación;29/9/17
AFG-000786;región D;No reconoce producto;29 de septiembre de 2017
AFG-002781;región E;Falta Servicio;30/9/2017
AFG-001675;región F;Actualiza datos;30/9/17
AFG-000795;región D;Falta Servicio;30 de septiembre de 2017
AFG-002473;región A;Falta Servicio;2017-1-10
AFG-001838;región B;Cambio de Producto;1/10/17
AFG-001044;región D;Falta Servicio;1/10/17
AFG-002392;región D;Actualiza datos;2017-2-10
AFG-001552;región A;Cambio de Producto;2/10/17
AFG-001275;región C;Facturación;2/10/17
AFG-003220;región A;Facturación;3/10/2017
AFG-001821;región D;Falta Servicio;3/10/17
AFG-001467;región F;Falta Servicio;3/10/17
AFG-002964;región A;Facturación;4/10/2017
AFG-002553;región F;Facturación;2017-4-10
AFG-000757;región B;No reconoce producto;4 de octubre de 2017
AFG-003285;región D;Facturación;5/10/2017
AFG-002995;región A;Facturación;5/10/2017
AFG-001033;región C;Actualiza datos;5/10/17
AFG-000467;región A;Facturación;6 de octubre de 2017
AFG-000232;región C;Facturación;6 de octubre de 2017
AFG-000168;región D;Instalación pendiente;6 de octubre de 2017
AFG-002731;región A;Falta Servicio;7-10-2017
AFG-001322;región D;Falta Servicio;7/10/17
AFG-000383;región B;Falta Servicio;7 de octubre de 2017
AFG-002822;región A;Facturación;8/10/2017
AFG-002806;región B;Facturación;8/10/2017
AFG-000528;región D;Cambio de Producto;8 de octubre de 2017
AFG-003096;región C;Actualiza datos;9/10/2017
AFG-002905;región F;Falta Servicio;9/10/2017
AFG-001242;región D;Falta Servicio;9/10/17
AFG-002499;región A;Falta Servicio;2017-10-10
AFG-002246;región E;Falta Servicio;2017-10-10
AFG-002034;región B;Facturación;2017-10-10
AFG-001859;región D;Falta Servicio;11/10/17
AFG-001573;región C;Falta Servicio;11/10/17
AFG-001075;región B;Actualiza datos;11/10/17
AFG-002533;región A;Facturación;2017-12-10
AFG-001712;región C;Falta Servicio;12/10/17
AFG-000010;región D;Cambio de Producto;12 de octubre de 2017
AFG-002007;región C;Facturación;2017-13-10
AFG-001694;región F;Instalación pendiente;13/10/17
AFG-000259;región D;Actualiza datos;13 de octubre de 2017
AFG-002340;región B;Falta Servicio;2017-14-10
AFG-001104;región C;No reconoce producto;14/10/17
AFG-000871;región F;Falta Servicio;14 de octubre de 2017
AFG-002444;región A;Falta Servicio;2017-15-10
AFG-002070;región D;Falta Servicio;2017-15-10
AFG-002069;región C;Falta Servicio;2017-15-10
AFG-003120;región B;Facturación;16/10/2017
AFG-002828;región C;Facturación;16/10/2017
AFG-001803;región F;Actualiza datos;16/10/17
AFG-003086;región E;Facturación;17/10/2017
AFG-002766;región F;Facturación;17/10/2017
AFG-002250;región D;Facturación;2017-17-10
AFG-001872;región F;No reconoce producto;18/10/17
AFG-000517;región B;Facturación;18 de octubre de 2017
AFG-000308;región A;Actualiza datos;18 de octubre de 2017
AFG-002785;región E;Facturación;19/10/2017
AFG-000695;región B;Falta Servicio;19 de octubre de 2017
AFG-000324;región D;Falta Servicio;19 de octubre de 2017
AFG-002429;región B;Actualiza datos;2017-20-10
AFG-002303;región D;Instalación pendiente;2017-20-10
AFG-001042;región A;Falta Servicio;20/10/17
AFG-002797;región D;Facturación;21/10/2017
AFG-001376;región B;Falta Servicio;21/10/17
AFG-000960;región A;Facturación;21/10/17
AFG-002112;región A;Falta Servicio;2017-22-10
AFG-000286;región C;Facturación;22 de octubre de 2017
AFG-000007;región B;Facturación;22 de octubre de 2017
AFG-002139;región D;No reconoce producto;2017-23-10
AFG-002100;región F;Facturación;2017-23-10
AFG-000881;región E;Falta Servicio;23 de octubre de 2017
AFG-002837;región E;Facturación;24/10/2017
AFG-002437;región F;Falta Servicio;2017-24-10
AFG-000846;región B;Facturación;24 de octubre de 2017
AFG-002324;región B;Falta Servicio;2017-25-10
AFG-001672;región F;Facturación;25/10/17
AFG-000395;región C;Facturación;25 de octubre de 2017
AFG-002810;región B;Falta Servicio;26/10/2017
AFG-001934;región E;No reconoce producto;2017-26-10
AFG-000132;región D;Facturación;26 de octubre de 2017
AFG-002947;región C;Falta Servicio;27/10/2017
AFG-001659;región F;Falta Servicio;27/10/17
AFG-000275;región A;No reconoce producto;27 de octubre de 2017
AFG-001964;región D;Facturación;2017-28-10
AFG-001710;región F;Instalación pendiente;28/10/17
AFG-001518;región E;No reconoce producto;28/10/17
AFG-001748;región C;Cambio de Producto;29/10/17
AFG-000756;región B;Actualiza datos;29 de octubre de 2017
AFG-000130;región A;Falta Servicio;29 de octubre de 2017
AFG-002518;región D;Facturación;2017-30-10
AFG-001845;región A;Facturación;30/10/17
AFG-000068;región C;Facturación;30 de octubre de 2017
AFG-002738;región B;Falta Servicio;31-10-2017
AFG-001448;región E;Falta Servicio;31/10/17
AFG-000549;región C;Facturación;31 de octubre de 2017
AFG-001289;región F;Facturación;1/11/17
AFG-001112;región A;Falta Servicio;1/11/17
AFG-000780;región D;Falta Servicio;1 de noviembre de 2017
AFG-002344;región D;Falta Servicio;2017-2-11
AFG-001707;región C;Falta Servicio;2/11/17
AFG-000016;región E;Facturación;2 de noviembre de 2017
AFG-003305;región D;Falta Servicio;3/11/2017
AFG-002337;región C;Actualiza datos;2017-3-11
AFG-001445;región E;Facturación;3/11/17
AFG-001411;región F;Facturación;4/11/17
AFG-001352;región B;Facturación;4/11/17
AFG-000470;región A;Facturación;4 de noviembre de 2017
AFG-001287;región C;Falta Servicio;5/11/17
AFG-001252;región F;Falta Servicio;5/11/17
AFG-000837;región E;Cambio de Producto;5 de noviembre de 2017
AFG-002557;región C;Falta Servicio;2017-6-11
AFG-000015;región B;Falta Servicio;6 de noviembre de 2017
AFG-000002;región A;No reconoce producto;6 de noviembre de 2017
AFG-002689;región C;Actualiza datos;7-11-2017
AFG-001195;región E;Cambio de Producto;7/11/17
AFG-000370;región D;Instalación pendiente;7 de noviembre de 2017
AFG-002029;región B;Falta Servicio;2017-8-11
AFG-000929;región C;Facturación;8 de noviembre de 2017
AFG-000203;región D;Cambio de Producto;8 de noviembre de 2017
AFG-003130;región E;Falta Servicio;9/11/2017
AFG-002774;región C;Cambio de Producto;9/11/2017
AFG-000321;región D;Falta Servicio;9 de noviembre de 2017
AFG-002673;región A;Falta Servicio;10-11-2017
AFG-000836;región F;Cambio de Producto;10 de noviembre de 2017
AFG-000264;región B;Falta Servicio;10 de noviembre de 2017
AFG-002353;región C;Facturación;2017-11-11
AFG-002165;región D;Facturación;2017-11-11
AFG-001910;región B;Facturación;2017-11-11
AFG-002913;región F;Actualiza datos;12/11/2017
AFG-002191;región E;Falta Servicio;2017-12-11
AFG-001788;región C;Facturación;12/11/17
AFG-002223;región F;Facturación;2017-13-11
AFG-001120;región D;Facturación;13/11/17
AFG-000179;región E;No reconoce producto;13 de noviembre de 2017
AFG-002612;región A;Instalación pendiente;14-11-2017
AFG-001421;región F;Falta Servicio;14/11/17
AFG-001409;región D;Facturación;14/11/17
AFG-002209;región D;Facturación;2017-15-11
AFG-001068;región C;Falta Servicio;15/11/17
AFG-000002;región E;Falta Servicio;15 de noviembre de 2017
AFG-002121;región D;Falta Servicio;2017-16-11
AFG-000487;región C;No reconoce producto;16 de noviembre de 2017
AFG-000173;región F;Falta Servicio;16 de noviembre de 2017
AFG-001708;región A;Facturación;17/11/17
AFG-000636;región F;Actualiza datos;17 de noviembre de 2017
AFG-000600;región C;Facturación;17 de noviembre de 2017
AFG-001319;región D;Facturación;18/11/17
AFG-000312;región C;Falta Servicio;18 de noviembre de 2017
AFG-000210;región A;No reconoce producto;18 de noviembre de 2017
AFG-002156;región A;Facturación;2017-19-11
AFG-001615;región B;Falta Servicio;19/11/17
AFG-000494;región F;Instalación pendiente;19 de noviembre de 2017
AFG-002960;región E;Instalación pendiente;20/11/2017
AFG-000809;región A;Falta Servicio;20 de noviembre de 2017
AFG-000384;región B;Facturación;20 de noviembre de 2017
AFG-003246;región B;Facturación;21/11/2017
AFG-003087;región E;Falta Servicio;21/11/2017
AFG-002619;región F;Facturación;21-11-2017
AFG-001892;región E;Falta Servicio;2017-22-11
AFG-001158;región F;Falta Servicio;22/11/17
AFG-000009;región A;No reconoce producto;22 de noviembre de 2017
AFG-001725;región F;Facturación;23/11/17
AFG-001309;región E;Actualiza datos;23/11/17
AFG-000075;región A;Facturación;23 de noviembre de 2017
AFG-001730;región F;Actualiza datos;24/11/17
AFG-001624;región C;Falta Servicio;24/11/17
AFG-001202;región B;Instalación pendiente;24/11/17
AFG-002405;región D;Actualiza datos;2017-25-11
AFG-001647;región C;Falta Servicio;25/11/17
AFG-001177;región E;Instalación pendiente;25/11/17
AFG-002956;región B;Falta Servicio;26/11/2017
AFG-002289;región C;Actualiza datos;2017-26-11
AFG-001761;región E;No reconoce producto;26/11/17
AFG-003015;región C;Falta Servicio;27/11/2017
AFG-001638;región F;Actualiza datos;27/11/17
AFG-000588;región D;Facturación;27 de noviembre de 2017
AFG-002782;región D;Facturación;28/11/2017
AFG-001209;región B;Facturación;28/11/17
AFG-000774;región C;Facturación;28 de noviembre de 2017
AFG-002497;región C;Cambio de Producto;2017-29-11
AFG-001623;región A;Facturación;29/11/17
AFG-000788;región F;Facturación;29 de noviembre de 2017
AFG-002248;región A;Falta Servicio;2017-30-11
AFG-002244;región C;Facturación;2017-30-11
AFG-000606;región B;Actualiza datos;30 de noviembre de 2017
AFG-002364;región B;Facturación;2017-1-12
AFG-001418;región C;Cambio de Producto;1/12/17
AFG-000991;región A;Facturación;1/12/17
AFG-002997;región D;Cambio de Producto;2/12/2017
AFG-000320;región A;Falta Servicio;2 de diciembre de 2017
AFG-000171;región F;Falta Servicio;2 de diciembre de 2017
AFG-002362;región A;Falta Servicio;2017-3-12
AFG-001531;región B;Facturación;3/12/17
AFG-000422;región F;No reconoce producto;3 de diciembre de 2017
AFG-000942;región C;Instalación pendiente;4/12/17
AFG-000560;región E;Facturación;4 de diciembre de 2017
AFG-000551;región F;Actualiza datos;4 de diciembre de 2017
AFG-003228;región D;Facturación;5/12/2017
AFG-003196;región E;Facturación;5/12/2017
AFG-000658;región A;Facturación;5 de diciembre de 2017
AFG-003057;región E;Facturación;6/12/2017
AFG-001557;región C;Falta Servicio;6/12/17
AFG-000252;región D;Falta Servicio;6 de diciembre de 2017
AFG-002864;región B;Facturación;7/12/2017
AFG-001714;región C;Falta Servicio;7/12/17
AFG-001571;región D;Falta Servicio;7/12/17
AFG-002298;región A;Falta Servicio;2017-8-12
AFG-001226;región E;Facturación;8/12/17
AFG-001100;región F;Falta Servicio;8/12/17
AFG-003049;región F;No reconoce producto;9/12/2017
AFG-000767;región E;Facturación;9 de diciembre de 2017
AFG-000398;región A;Falta Servicio;9 de diciembre de 2017
AFG-002851;región D;Facturación;10/12/2017
AFG-001228;región C;Facturación;10/12/17
AFG-000561;región E;Facturación;10 de diciembre de 2017
AFG-003214;región A;Facturación;11/12/2017
AFG-002798;región F;Falta Servicio;11/12/2017
AFG-000394;región B;Facturación;11 de diciembre de 2017
AFG-001808;región E;Falta Servicio;12/12/17
AFG-001194;región D;Falta Servicio;12/12/17
AFG-000890;región C;Actualiza datos;12 de diciembre de 2017
AFG-002556;región C;No reconoce producto;2017-13-12
AFG-002279;región E;Facturación;2017-13-12
AFG-001806;región F;Falta Servicio;13/12/17
AFG-002471;región F;Falta Servicio;2017-14-12
AFG-001049;región E;Falta Servicio;14/12/17
AFG-001000;región D;Facturación;14/12/17
AFG-002942;región D;Facturación;15/12/2017
AFG-001746;región E;Facturación;15/12/17
AFG-000139;región C;Facturación;15 de diciembre de 2017
AFG-002218;región D;Facturación;2017-16-12
AFG-001867;región B;Falta Servicio;16/12/17
AFG-001643;región A;Falta Servicio;16/12/17
AFG-002952;región B;Instalación pendiente;17/12/2017
AFG-001032;región E;Falta Servicio;17/12/17
AFG-000030;región C;Facturación;17 de diciembre de 2017
AFG-001146;región C;Falta Servicio;18/12/17
AFG-000601;región F;No reconoce producto;18 de diciembre de 2017
AFG-000230;región E;Falta Servicio;18 de diciembre de 2017
AFG-002235;región D;Falta Servicio;2017-19-12
AFG-000822;región A;Facturación;19 de diciembre de 2017
AFG-000489;región C;No reconoce producto;19 de diciembre de 2017
AFG-002938;región B;Cambio de Producto;20/12/2017
AFG-001881;región D;Facturación;2017-20-12
AFG-000416;región C;Cambio de Producto;20 de diciembre de 2017
AFG-002848;región E;Actualiza datos;21/12/2017
AFG-002743;región D;Facturación;21-12-2017
AFG-002715;región F;Falta Servicio;21-12-2017
AFG-002378;región D;Facturación;2017-22-12
AFG-001856;región C;Facturación;22/12/17
AFG-001626;región E;Cambio de Producto;22/12/17
AFG-002127;región E;Facturación;2017-23-12
AFG-001325;región D;Actualiza datos;23/12/17
AFG-000572;región B;Falta Servicio;23 de diciembre de 2017
AFG-003058;región E;Facturación;24/12/2017
AFG-001023;región D;Falta Servicio;24/12/17
AFG-000451;región B;Instalación pendiente;24 de diciembre de 2017
AFG-002868;región D;Falta Servicio;25/12/2017
AFG-001490;región B;Actualiza datos;25/12/17
AFG-000535;región C;No reconoce producto;25 de diciembre de 2017
AFG-002591;región A;Facturación;2017-26-12
AFG-001970;región F;Falta Servicio;2017-26-12
AFG-000465;región B;Falta Servicio;26 de diciembre de 2017
AFG-003263;región F;Falta Servicio;27/12/2017
AFG-002988;región B;Falta Servicio;27/12/2017
AFG-000325;región E;Facturación;27 de diciembre de 2017
AFG-003291;región F;Facturación;28/12/2017
AFG-002777;región A;Facturación;28/12/2017
AFG-000108;región D;Facturación;28 de diciembre de 2017
AFG-002319;región E;Instalación pendiente;2017-29-12
AFG-002311;región D;Falta Servicio;2017-29-12
AFG-000862;región C;Cambio de Producto;29 de diciembre de 2017
AFG-002408;región A;Cambio de Producto;2017-30-12
AFG-002376;región C;Facturación;2017-30-12
AFG-000434;región B;Falta Servicio;30 de diciembre de 2017
AFG-002158;región F;Falta Servicio;2017-31-12
AFG-001570;región D;Instalación pendiente;31/12/17
AFG-001026;región E;Falta Servicio;31/12/17
AFG-002863;región A;Instalación pendiente;1/1/2018
AFG-002345;región F;Facturación;2018-1-1
AFG-002173;región B;Falta Servicio;2018-1-1
AFG-002011;región F;Facturación;2018-2-1
AFG-001229;región D;Falta Servicio;2/1/18
AFG-001224;región E;Facturación;2/1/18
AFG-001101;región D;Actualiza datos;3/1/18
AFG-000973;región F;Falta Servicio;3/1/18
AFG-000184;región E;No reconoce producto;3 de enero de 2018
AFG-003017;región C;Instalación pendiente;4/1/2018
AFG-001420;región B;Facturación;4/1/18
AFG-001198;región D;Actualiza datos;4/1/18
AFG-003249;región E;Falta Servicio;5/1/2018
AFG-002667;región F;Falta Servicio;5-1-2018
AFG-002129;región B;Facturación;2018-5-1
AFG-002804;región F;Falta Servicio;6/1/2018
AFG-001533;región A;Falta Servicio;6/1/18
AFG-000939;región B;Falta Servicio;6/1/18
AFG-002707;región E;Falta Servicio;7-1-2018
AFG-001778;región A;Falta Servicio;7/1/18
AFG-000547;región D;Falta Servicio;7 de enero de 2018
AFG-003080;región C;Cambio de Producto;8/1/2018
AFG-002935;región E;Falta Servicio;8/1/2018
AFG-000281;región B;Falta Servicio;8 de enero de 2018
AFG-002858;región A;No reconoce producto;9/1/2018
AFG-002699;región C;Facturación;9-1-2018
