id_cliente;tx_zona;tx_reclamo;fc_reclamo
AFG-000916;región C;Instalación pendiente;2017-07-13
AFG-000374;región B;Facturación;2017-07-13
AFG-001802;región B;Actualiza datos;2017-07-14
AFG-000464;región D;Falta Servicio;2017-07-14
AFG-000336;región A;Falta Servicio;2017-07-14
AFG-002763;región B;Facturación;2017-07-15
AFG-001486;región F;Facturación;2017-07-15
AFG-000661;región A;Falta Servicio;2017-07-15
AFG-002264;región B;Falta Servicio;2017-07-16
AFG-002118;región C;Falta Servicio;2017-07-16
AFG-000860;región F;Facturación;2017-07-16
AFG-002352;región E;Falta Servicio;2017-07-17
AFG-000732;región F;Falta Servicio;2017-07-17
AFG-000514;región A;Facturación;2017-07-17
AFG-001273;región A;Facturación;2017-07-18
AFG-000976;región F;Facturación;2017-07-18
AFG-000769;región B;Facturación;2017-07-18
AFG-002850;región C;Facturación;2017-07-19
AFG-001918;región A;Facturación;2017-07-19
AFG-001863;región B;No reconoce producto;2017-07-19
AFG-001831;región B;Facturación;2017-07-20
AFG-001584;región E;Falta Servicio;2017-07-20
AFG-001328;región C;Facturación;2017-07-20
AFG-003153;región A;Facturación;2017-07-21
AFG-003110;región F;Falta Servicio;2017-07-21
AFG-001818;región D;Facturación;2017-07-21
AFG-002187;región B;Falta Servicio;2017-07-22
AFG-001502;región F;Falta Servicio;2017-07-22
AFG-000672;región A;Facturación;2017-07-22
AFG-001635;región A;Falta Servicio;2017-07-23
AFG-000931;región E;Falta Servicio;2017-07-23
AFG-000029;región F;Falta Servicio;2017-07-23
AFG-003281;región B;Falta Servicio;2017-07-24
AFG-001508;región D;Cambio de Producto;2017-07-24
AFG-000956;región C;Facturación;2017-07-24
AFG-003231;región C;Facturación;2017-07-25
AFG-001058;región D;Facturación;2017-07-25
AFG-000051;región E;Facturación;2017-07-25
AFG-001796;región E;Falta Servicio;2017-07-26
AFG-001140;región C;Instalación pendiente;2017-07-26
AFG-000501;región B;Cambio de Producto;2017-07-26
AFG-002812;región E;Facturación;2017-07-27
AFG-002021;región B;Falta Servicio;2017-07-27
AFG-001743;región A;Falta Servicio;2017-07-27
AFG-001737;región E;Falta Servicio;2017-07-28
AFG-001151;región D;Facturación;2017-07-28
AFG-000993;región B;Instalación pendiente;2017-07-28
AFG-003192;región E;Actualiza datos;2017-07-29
AFG-002725;región F;Facturación;2017-07-29
AFG-002460;región B;Cambio de Producto;2017-07-29
AFG-001505;región E;Facturación;2017-07-30
AFG-001430;región F;Facturación;2017-07-30
AFG-000018;región A;Cambio de Producto;2017-07-30
AFG-001684;región A;Facturación;2017-07-31
AFG-001662;región F;Facturación;2017-07-31
AFG-001271;región E;Falta Servicio;2017-07-31
AFG-003140;región D;No reconoce producto;2017-08-01
AFG-002809;región E;Falta Servicio;2017-08-01
AFG-001054;región C;Falta Servicio;2017-08-01
AFG-002083;región E;Falta Servicio;2017-02-08
AFG-001686;región C;Facturación;2017-08-02
AFG-001279;región D;Falta Servicio;2017-08-02
AFG-003167;región C;Instalación pendiente;2017-08-03
AFG-002068;región B;Falta Servicio;2017-03-08
AFG-001260;región A;Falta Servicio;2017-08-03
AFG-002502;región A;Falta Servicio;2017-04-08
AFG-001052;región C;Cambio de Producto;2017-08-04
AFG-000513;región B;Facturación;2017-08-04
AFG-001842;región D;Instalación pendiente;2017-08-05
AFG-001718;región F;Falta Servicio;2017-08-05
AFG-001253;región C;Falta Servicio;2017-08-05
AFG-003007;región B;Falta Servicio;2017-08-06
AFG-002411;región C;Facturación;2017-06-08
AFG-001065;región E;Falta Servicio;2017-08-06
AFG-002597;región C;Falta Servicio;2017-07-08
AFG-001973;región E;Falta Servicio;2017-07-08
AFG-000019;región D;Facturación;2017-08-07
AFG-003190;región E;Falta Servicio;2017-08-08
AFG-002210;región C;Facturación;2017-08-08
AFG-001829;región F;Falta Servicio;2017-08-08
AFG-002857;región B;Facturación;2017-08-09
AFG-000859;región C;Facturación;2017-08-09
AFG-000407;región E;Falta Servicio;2017-08-09
AFG-001896;región E;Facturación;2017-10-08
AFG-000688;región F;Actualiza datos;2017-08-10
AFG-000012;región A;Instalación pendiente;2017-08-10
AFG-003184;región E;Facturación;2017-08-11
AFG-002882;región A;Falta Servicio;2017-08-11
AFG-001586;región B;Facturación;2017-08-11
AFG-002373;región D;Facturación;2017-12-08
AFG-001980;región C;Falta Servicio;2017-12-08
AFG-001145;región B;Facturación;2017-08-12
AFG-001656;región D;Facturación;2017-08-13
AFG-001294;región C;Facturación;2017-08-13
AFG-000495;región B;Falta Servicio;2017-08-13
AFG-002845;región E;Falta Servicio;2017-08-14
AFG-000671;región D;Cambio de Producto;2017-08-14
AFG-000607;región F;Falta Servicio;2017-08-14
AFG-001945;región E;Cambio de Producto;2017-08-15
AFG-000853;región F;Falta Servicio;2017-08-15
AFG-000485;región D;Falta Servicio;2017-08-15
AFG-001787;región E;Facturación;2017-08-16
AFG-001162;región B;Falta Servicio;2017-08-16
AFG-001088;región F;Falta Servicio;2017-08-16
AFG-002202;región F;Falta Servicio;2017-08-17
AFG-000823;región E;Falta Servicio;2017-08-17
AFG-000650;región C;Facturación;2017-08-17
AFG-002229;región E;Facturación;2017-08-18
AFG-001358;región C;Falta Servicio;2017-08-18
AFG-000288;región D;No reconoce producto;2017-08-18
AFG-001983;región C;Falta Servicio;2017-08-19
AFG-001959;región B;Facturación;2017-08-19
AFG-001601;región E;Facturación;2017-08-19
AFG-003097;región E;Falta Servicio;2017-08-20
AFG-002980;región F;Instalación pendiente;2017-08-20
AFG-000705;región D;Facturación;2017-08-20
AFG-003217;región C;Facturación;2017-08-21
AFG-002551;región B;Falta Servicio;2017-08-21
AFG-002119;región D;Facturación;2017-08-21
AFG-002469;región E;Falta Servicio;2017-08-22
AFG-002000;región C;Falta Servicio;2017-08-22
AFG-000080;región D;Facturación;2017-08-22
AFG-002003;región E;Falta Servicio;2017-08-23
AFG-001329;región A;Instalación pendiente;2017-08-23
AFG-001139;región B;Facturación;2017-08-23
AFG-002172;región D;Facturación;2017-08-24
AFG-000972;región C;Facturación;2017-08-24
AFG-000644;región B;Falta Servicio;2017-08-24
AFG-002098;región A;Falta Servicio;2017-08-25
AFG-001027;región E;Falta Servicio;2017-08-25
AFG-000949;región D;Facturación;2017-08-25
AFG-003304;región C;Facturación;2017-08-26
AFG-001386;región B;Falta Servicio;2017-08-26
AFG-000447;región E;Facturación;2017-08-26
AFG-003099;región C;Instalación pendiente;2017-08-27
AFG-002482;región E;Facturación;2017-08-27
AFG-000806;región D;Facturación;2017-08-27
AFG-000519;región B;Falta Servicio;2017-08-28
AFG-000499;región D;Facturación;2017-08-28
AFG-000437;región E;Actualiza datos;2017-08-28
AFG-002456;región B;Actualiza datos;2017-08-29
AFG-002253;región C;Falta Servicio;2017-08-29
AFG-001878;región A;Falta Servicio;2017-08-29
AFG-002387;región B;Actualiza datos;2017-08-30
AFG-001914;región F;No reconoce producto;2017-08-30
AFG-000977;región C;Actualiza datos;2017-08-30
AFG-001683;región C;Falta Servicio;2017-08-31
AFG-001259;región F;Actualiza datos;2017-08-31
AFG-000856;región A;Actualiza datos;2017-08-31
AFG-002899;región D;Falta Servicio;2017-09-01
AFG-001512;región B;Facturación;2017-09-01
AFG-000003;región C;Cambio de Producto;2017-09-01
AFG-002350;región E;Facturación;2017-02-09
AFG-001117;región F;Instalación pendiente;2017-09-02
AFG-000391;región D;Falta Servicio;2017-09-02
AFG-002504;región F;Falta Servicio;2017-03-09
AFG-001897;región D;Falta Servicio;2017-03-09
AFG-000562;región A;Falta Servicio;2017-09-03
AFG-003286;región B;Facturación;2017-09-04
AFG-002706;región C;Falta Servicio;2017-09-04
AFG-002417;región D;Facturación;2017-04-09
AFG-001397;región B;Cambio de Producto;2017-09-05
AFG-001225;región A;Facturación;2017-09-05
AFG-001114;región C;Falta Servicio;2017-09-05
AFG-002441;región D;Falta Servicio;2017-06-09
AFG-001597;región F;Falta Servicio;2017-09-06
AFG-001007;región A;No reconoce producto;2017-09-06
AFG-003245;región F;Actualiza datos;2017-09-07
AFG-001115;región D;Falta Servicio;2017-09-07
AFG-000724;región A;Actualiza datos;2017-09-07
AFG-002194;región B;No reconoce producto;2017-08-09
AFG-002097;región A;Facturación;2017-08-09
AFG-001006;región F;Falta Servicio;2017-09-08
AFG-002963;región F;Instalación pendiente;2017-09-09
AFG-001847;región E;Facturación;2017-09-09
AFG-001579;región C;Falta Servicio;2017-09-09
AFG-003075;región C;Falta Servicio;2017-09-10
AFG-000452;región E;Facturación;2017-09-10
AFG-000110;región B;Cambio de Producto;2017-09-10
AFG-002120;región C;Falta Servicio;2017-11-09
AFG-001693;región D;Falta Servicio;2017-09-11
AFG-000382;región B;Facturación;2017-09-11
AFG-000778;región C;Instalación pendiente;2017-09-12
AFG-000431;región F;No reconoce producto;2017-09-12
AFG-000149;región E;Facturación;2017-09-12
AFG-002794;región A;Falta Servicio;2017-09-13
AFG-002048;región F;Falta Servicio;2017-09-13
AFG-001215;región E;Falta Servicio;2017-09-13
AFG-000961;región D;Falta Servicio;2017-09-14
AFG-000385;región F;Facturación;2017-09-14
AFG-000328;región E;Instalación pendiente;2017-09-14
AFG-001589;región B;Facturación;2017-09-15
AFG-001399;región A;Falta Servicio;2017-09-15
AFG-000239;región D;Facturación;2017-09-15
AFG-002893;región C;Facturación;2017-09-16
AFG-002105;región F;Actualiza datos;2017-09-16
AFG-001278;región D;Cambio de Producto;2017-09-16
AFG-001377;región B;Facturación;2017-09-17
AFG-000529;región D;Cambio de Producto;2017-09-17
AFG-000237;región E;Facturación;2017-09-17
AFG-002297;región B;Falta Servicio;2017-09-18
AFG-001770;región C;No reconoce producto;2017-09-18
AFG-000992;región F;Falta Servicio;2017-09-18
AFG-002446;región E;Actualiza datos;2017-09-19
AFG-001951;región D;Facturación;2017-09-19
AFG-000069;región A;Instalación pendiente;2017-09-19
AFG-002846;región E;Falta Servicio;2017-09-20
AFG-002431;región A;Falta Servicio;2017-09-20
AFG-001071;región F;Facturación;2017-09-20
AFG-003237;región E;Facturación;2017-09-21
AFG-002426;región B;Actualiza datos;2017-09-21
AFG-001019;región C;No reconoce producto;2017-09-21
AFG-002582;región F;Instalación pendiente;2017-09-22
AFG-001233;región D;Falta Servicio;2017-09-22
AFG-000675;región C;Actualiza datos;2017-09-22
AFG-002616;región C;Falta Servicio;2017-09-23
AFG-001236;región B;Facturación;2017-09-23
AFG-001028;región A;Instalación pendiente;2017-09-23
AFG-003118;región C;Falta Servicio;2017-09-24
AFG-003111;región A;Facturación;2017-09-24
AFG-002931;región F;Cambio de Producto;2017-09-24
AFG-002430;región E;Facturación;2017-09-25
AFG-001451;región B;Falta Servicio;2017-09-25
AFG-000618;región A;No reconoce producto;2017-09-25
AFG-003232;región F;Falta Servicio;2017-09-26
AFG-003084;región C;Falta Servicio;2017-09-26
AFG-002793;región E;Cambio de Producto;2017-09-26
AFG-001354;región C;Facturación;2017-09-27
AFG-000971;región B;Actualiza datos;2017-09-27
AFG-000070;región F;Falta Servicio;2017-09-27
AFG-002177;región C;No reconoce producto;2017-09-28
AFG-001976;región B;Cambio de Producto;2017-09-28
AFG-000311;región A;No reconoce producto;2017-09-28
AFG-002878;región F;Facturación;2017-09-29
AFG-001485;región E;Facturación;2017-09-29
AFG-000786;región D;No reconoce producto;2017-09-29
AFG-002781;región E;Falta Servicio;2017-09-30
AFG-001675;región F;Actualiza datos;2017-09-30
AFG-000795;región D;Falta Servicio;2017-09-30
AFG-002473;región A;Falta Servicio;2017-01-10
AFG-001838;región B;Cambio de Producto;2017-10-01
AFG-001044;región D;Falta Servicio;2017-10-01
AFG-002392;región D;Actualiza datos;2017-02-10
AFG-001552;región A;Cambio de Producto;2017-10-02
AFG-001275;región C;Facturación;2017-10-02
AFG-003220;región A;Facturación;2017-10-03
AFG-001821;región D;Falta Servicio;2017-10-03
AFG-001467;región F;Falta Servicio;2017-10-03
AFG-002964;región A;Facturación;2017-10-04
AFG-002553;región F;Facturación;2017-04-10
AFG-000757;región B;No reconoce producto;2017-10-04
AFG-003285;región D;Facturación;2017-10-05
AFG-002995;región A;Facturación;2017-10-05
AFG-001033;región C;Actualiza datos;2017-10-05
AFG-000467;región A;Facturación;2017-10-06
AFG-000232;región C;Facturación;2017-10-06
AFG-000168;región D;Instalación pendiente;2017-10-06
AFG-002731;región A;Falta Servicio;2017-10-07
AFG-001322;región D;Falta Servicio;2017-10-07
AFG-000383;región B;Falta Servicio;2017-10-07
AFG-002822;región A;Facturación;2017-10-08
AFG-002806;región B;Facturación;2017-10-08
AFG-000528;región D;Cambio de Producto;2017-10-08
AFG-003096;región C;Actualiza datos;2017-10-09
AFG-002905;región F;Falta Servicio;2017-10-09
AFG-001242;región D;Falta Servicio;2017-10-09
AFG-002499;región A;Falta Servicio;2017-10-10
AFG-002246;región E;Falta Servicio;2017-10-10
AFG-002034;región B;Facturación;2017-10-10
AFG-001859;región D;Falta Servicio;2017-10-11
AFG-001573;región C;Falta Servicio;2017-10-11
AFG-001075;región B;Actualiza datos;2017-10-11
AFG-002533;región A;Facturación;2017-12-10
AFG-001712;región C;Falta Servicio;2017-10-12
AFG-000010;región D;Cambio de Producto;2017-10-12
AFG-002007;región C;Facturación;2017-10-13
AFG-001694;región F;Instalación pendiente;2017-10-13
AFG-000259;región D;Actualiza datos;2017-10-13
AFG-002340;región B;Falta Servicio;2017-10-14
AFG-001104;región C;No reconoce producto;2017-10-14
AFG-000871;región F;Falta Servicio;2017-10-14
AFG-002444;región A;Falta Servicio;2017-10-15
AFG-002070;región D;Falta Servicio;2017-10-15
AFG-002069;región C;Falta Servicio;2017-10-15
AFG-003120;región B;Facturación;2017-10-16
AFG-002828;región C;Facturación;2017-10-16
AFG-001803;región F;Actualiza datos;2017-10-16
AFG-003086;región E;Facturación;2017-10-17
AFG-002766;región F;Facturación;2017-10-17
AFG-002250;región D;Facturación;2017-10-17
AFG-001872;región F;No reconoce producto;2017-10-18
AFG-000517;región B;Facturación;2017-10-18
AFG-000308;región A;Actualiza datos;2017-10-18
AFG-002785;región E;Facturación;2017-10-19
AFG-000695;región B;Falta Servicio;2017-10-19
AFG-000324;región D;Falta Servicio;2017-10-19
AFG-002429;región B;Actualiza datos;2017-10-20
AFG-002303;región D;Instalación pendiente;2017-10-20
AFG-001042;región A;Falta Servicio;2017-10-20
AFG-002797;región D;Facturación;2017-10-21
AFG-001376;región B;Falta Servicio;2017-10-21
AFG-000960;región A;Facturación;2017-10-21
AFG-002112;región A;Falta Servicio;2017-10-22
AFG-000286;región C;Facturación;2017-10-22
AFG-000007;región B;Facturación;2017-10-22
AFG-002139;región D;No reconoce producto;2017-10-23
AFG-002100;región F;Facturación;2017-10-23
AFG-000881;región E;Falta Servicio;2017-10-23
AFG-002837;región E;Facturación;2017-10-24
AFG-002437;región F;Falta Servicio;2017-10-24
AFG-000846;región B;Facturación;2017-10-24
AFG-002324;región B;Falta Servicio;2017-10-25
AFG-001672;región F;Facturación;2017-10-25
AFG-000395;región C;Facturación;2017-10-25
AFG-002810;región B;Falta Servicio;2017-10-26
AFG-001934;región E;No reconoce producto;2017-10-26
AFG-000132;región D;Facturación;2017-10-26
AFG-002947;región C;Falta Servicio;2017-10-27
AFG-001659;región F;Falta Servicio;2017-10-27
AFG-000275;región A;No reconoce producto;2017-10-27
AFG-001964;región D;Facturación;2017-10-28
AFG-001710;región F;Instalación pendiente;2017-10-28
AFG-001518;región E;No reconoce producto;2017-10-28
AFG-001748;región C;Cambio de Producto;2017-10-29
AFG-000756;región B;Actualiza datos;2017-10-29
AFG-000130;región A;Falta Servicio;2017-10-29
AFG-002518;región D;Facturación;2017-10-30
AFG-001845;región A;Facturación;2017-10-30
AFG-000068;región C;Facturación;2017-10-30
AFG-002738;región B;Falta Servicio;2017-10-31
AFG-001448;región E;Falta Servicio;2017-10-31
AFG-000549;región C;Facturación;2017-10-31
AFG-001289;región F;Facturación;2017-11-01
AFG-001112;región A;Falta Servicio;2017-11-01
AFG-000780;región D;Falta Servicio;2017-11-01
AFG-002344;región D;Falta Servicio;2017-02-11
AFG-001707;región C;Falta Servicio;2017-11-02
AFG-000016;región E;Facturación;2017-11-02
AFG-003305;región D;Falta Servicio;2017-11-03
AFG-002337;región C;Actualiza datos;2017-03-11
AFG-001445;región E;Facturación;2017-11-03
AFG-001411;región F;Facturación;2017-11-04
AFG-001352;región B;Facturación;2017-11-04
AFG-000470;región A;Facturación;2017-11-04
AFG-001287;región C;Falta Servicio;2017-11-05
AFG-001252;región F;Falta Servicio;2017-11-05
AFG-000837;región E;Cambio de Producto;2017-11-05
AFG-002557;región C;Falta Servicio;2017-06-11
AFG-000015;región B;Falta Servicio;2017-11-06
AFG-000002;región A;No reconoce producto;2017-11-06
AFG-002689;región C;Actualiza datos;2017-11-07
AFG-001195;región E;Cambio de Producto;2017-11-07
AFG-000370;región D;Instalación pendiente;2017-11-07
AFG-002029;región B;Falta Servicio;2017-08-11
AFG-000929;región C;Facturación;2017-11-08
AFG-000203;región D;Cambio de Producto;2017-11-08
AFG-003130;región E;Falta Servicio;2017-11-09
AFG-002774;región C;Cambio de Producto;2017-11-09
AFG-000321;región D;Falta Servicio;2017-11-09
AFG-002673;región A;Falta Servicio;2017-11-10
AFG-000836;región F;Cambio de Producto;2017-11-10
AFG-000264;región B;Falta Servicio;2017-11-10
AFG-002353;región C;Facturación;2017-11-11
AFG-002165;región D;Facturación;2017-11-11
AFG-001910;región B;Facturación;2017-11-11
AFG-002913;región F;Actualiza datos;2017-11-12
AFG-002191;región E;Falta Servicio;2017-12-11
AFG-001788;región C;Facturación;2017-11-12
AFG-002223;región F;Facturación;2017-11-13
AFG-001120;región D;Facturación;2017-11-13
AFG-000179;región E;No reconoce producto;2017-11-13
AFG-002612;región A;Instalación pendiente;2017-11-14
AFG-001421;región F;Falta Servicio;2017-11-14
AFG-001409;región D;Facturación;2017-11-14
AFG-002209;región D;Facturación;2017-11-15
AFG-001068;región C;Falta Servicio;2017-11-15
AFG-000002;región E;Falta Servicio;2017-11-15
AFG-002121;región D;Falta Servicio;2017-11-16
AFG-000487;región C;No reconoce producto;2017-11-16
AFG-000173;región F;Falta Servicio;2017-11-16
AFG-001708;región A;Facturación;2017-11-17
AFG-000636;región F;Actualiza datos;2017-11-17
AFG-000600;región C;Facturación;2017-11-17
AFG-001319;región D;Facturación;2017-11-18
AFG-000312;región C;Falta Servicio;2017-11-18
AFG-000210;región A;No reconoce producto;2017-11-18
AFG-002156;región A;Facturación;2017-11-19
AFG-001615;región B;Falta Servicio;2017-11-19
AFG-000494;región F;Instalación pendiente;2017-11-19
AFG-002960;región E;Instalación pendiente;2017-11-20
AFG-000809;región A;Falta Servicio;2017-11-20
AFG-000384;región B;Facturación;2017-11-20
AFG-003246;región B;Facturación;2017-11-21
AFG-003087;región E;Falta Servicio;2017-11-21
AFG-002619;región F;Facturación;2017-11-21
AFG-001892;región E;Falta Servicio;2017-11-22
AFG-001158;región F;Falta Servicio;2017-11-22
AFG-000009;región A;No reconoce producto;2017-11-22
AFG-001725;región F;Facturación;2017-11-23
AFG-001309;región E;Actualiza datos;2017-11-23
AFG-000075;región A;Facturación;2017-11-23
AFG-001730;región F;Actualiza datos;2017-11-24
AFG-001624;región C;Falta Servicio;2017-11-24
AFG-001202;región B;Instalación pendiente;2017-11-24
AFG-002405;región D;Actualiza datos;2017-11-25
AFG-001647;región C;Falta Servicio;2017-11-25
AFG-001177;región E;Instalación pendiente;2017-11-25
AFG-002956;región B;Falta Servicio;2017-11-26
AFG-002289;región C;Actualiza datos;2017-11-26
AFG-001761;región E;No reconoce producto;2017-11-26
AFG-003015;región C;Falta Servicio;2017-11-27
AFG-001638;región F;Actualiza datos;2017-11-27
AFG-000588;región D;Facturación;2017-11-27
AFG-002782;región D;Facturación;2017-11-28
AFG-001209;región B;Facturación;2017-11-28
AFG-000774;región C;Facturación;2017-11-28
AFG-002497;región C;Cambio de Producto;2017-11-29
AFG-001623;región A;Facturación;2017-11-29
AFG-000788;región F;Facturación;2017-11-29
AFG-002248;región A;Falta Servicio;2017-11-30
AFG-002244;región C;Facturación;2017-11-30
AFG-000606;región B;Actualiza datos;2017-11-30
AFG-002364;región B;Facturación;2017-01-12
AFG-001418;región C;Cambio de Producto;2017-12-01
AFG-000991;región A;Facturación;2017-12-01
AFG-002997;región D;Cambio de Producto;2017-12-02
AFG-000320;región A;Falta Servicio;2017-12-02
AFG-000171;región F;Falta Servicio;2017-12-02
AFG-002362;región A;Falta Servicio;2017-03-12
AFG-001531;región B;Facturación;2017-12-03
AFG-000422;región F;No reconoce producto;2017-12-03
AFG-000942;región C;Instalación pendiente;2017-12-04
AFG-000560;región E;Facturación;2017-12-04
AFG-000551;región F;Actualiza datos;2017-12-04
AFG-003228;región D;Facturación;2017-12-05
AFG-003196;región E;Facturación;2017-12-05
AFG-000658;región A;Facturación;2017-12-05
AFG-003057;región E;Facturación;2017-12-06
AFG-001557;región C;Falta Servicio;2017-12-06
AFG-000252;región D;Falta Servicio;2017-12-06
AFG-002864;región B;Facturación;2017-12-07
AFG-001714;región C;Falta Servicio;2017-12-07
AFG-001571;región D;Falta Servicio;2017-12-07
AFG-002298;región A;Falta Servicio;2017-08-12
AFG-001226;región E;Facturación;2017-12-08
AFG-001100;región F;Falta Servicio;2017-12-08
AFG-003049;región F;No reconoce producto;2017-12-09
AFG-000767;región E;Facturación;2017-12-09
AFG-000398;región A;Falta Servicio;2017-12-09
AFG-002851;región D;Facturación;2017-12-10
AFG-001228;región C;Facturación;2017-12-10
AFG-000561;región E;Facturación;2017-12-10
AFG-003214;región A;Facturación;2017-12-11
AFG-002798;región F;Falta Servicio;2017-12-11
AFG-000394;región B;Facturación;2017-12-11
AFG-001808;región E;Falta Servicio;2017-12-12
AFG-001194;región D;Falta Servicio;2017-12-12
AFG-000890;región C;Actualiza datos;2017-12-12
AFG-002556;región C;No reconoce producto;2017-12-13
AFG-002279;región E;Facturación;2017-12-13
AFG-001806;región F;Falta Servicio;2017-12-13
AFG-002471;región F;Falta Servicio;2017-12-14
AFG-001049;región E;Falta Servicio;2017-12-14
AFG-001000;región D;Facturación;2017-12-14
AFG-002942;región D;Facturación;2017-12-15
AFG-001746;región E;Facturación;2017-12-15
AFG-000139;región C;Facturación;2017-12-15
AFG-002218;región D;Facturación;2017-12-16
AFG-001867;región B;Falta Servicio;2017-12-16
AFG-001643;región A;Falta Servicio;2017-12-16
AFG-002952;región B;Instalación pendiente;2017-12-17
AFG-001032;región E;Falta Servicio;2017-12-17
AFG-000030;región C;Facturación;2017-12-17
AFG-001146;región C;Falta Servicio;2017-12-18
AFG-000601;región F;No reconoce producto;2017-12-18
AFG-000230;región E;Falta Servicio;2017-12-18
AFG-002235;región D;Falta Servicio;2017-12-19
AFG-000822;región A;Facturación;2017-12-19
AFG-000489;región C;No reconoce producto;2017-12-19
AFG-002938;región B;Cambio de Producto;2017-12-20
AFG-001881;región D;Facturación;2017-12-20
AFG-000416;región C;Cambio de Producto;2017-12-20
AFG-002848;región E;Actualiza datos;2017-12-21
AFG-002743;región D;Facturación;2017-12-21
AFG-002715;región F;Falta Servicio;2017-12-21
AFG-002378;región D;Facturación;2017-12-22
AFG-001856;región C;Facturación;2017-12-22
AFG-001626;región E;Cambio de Producto;2017-12-22
AFG-002127;región E;Facturación;2017-12-23
AFG-001325;región D;Actualiza datos;2017-12-23
AFG-000572;región B;Falta Servicio;2017-12-23
AFG-003058;región E;Facturación;2017-12-24
AFG-001023;región D;Falta Servicio;2017-12-24
AFG-000451;región B;Instalación pendiente;2017-12-24
AFG-002868;región D;Falta Servicio;2017-12-25
AFG-001490;región B;Actualiza datos;2017-12-25
AFG-000535;región C;No reconoce producto;2017-12-25
AFG-002591;región A;Facturación;2017-12-26
AFG-001970;región F;Falta Servicio;2017-12-26
AFG-000465;región B;Falta Servicio;2017-12-26
AFG-003263;región F;Falta Servicio;2017-12-27
AFG-002988;región B;Falta Servicio;2017-12-27
AFG-000325;región E;Facturación;2017-12-27
AFG-003291;región F;Facturación;2017-12-28
AFG-002777;región A;Facturación;2017-12-28
AFG-000108;región D;Facturación;2017-12-28
AFG-002319;región E;Instalación pendiente;2017-12-29
AFG-002311;región D;Falta Servicio;2017-12-29
AFG-000862;región C;Cambio de Producto;2017-12-29
AFG-002408;región A;Cambio de Producto;2017-12-30
AFG-002376;región C;Facturación;2017-12-30
AFG-000434;región B;Falta Servicio;2017-12-30
AFG-002158;región F;Falta Servicio;2017-12-31
AFG-001570;región D;Instalación pendiente;2017-12-31
AFG-001026;región E;Falta Servicio;2017-12-31
AFG-002863;región A;Instalación pendiente;2018-01-01
AFG-002345;región F;Facturación;2018-01-01
AFG-002173;región B;Falta Servicio;2018-01-01
AFG-002011;región F;Facturación;2018-02-01
AFG-001229;región D;Falta Servicio;2018-01-02
AFG-001224;región E;Facturación;2018-01-02
AFG-001101;región D;Actualiza datos;2018-01-03
AFG-000973;región F;Falta Servicio;2018-01-03
AFG-000184;región E;No reconoce producto;2018-01-03
AFG-003017;región C;Instalación pendiente;2018-01-04
AFG-001420;región B;Facturación;2018-01-04
AFG-001198;región D;Actualiza datos;2018-01-04
AFG-003249;región E;Falta Servicio;2018-01-05
AFG-002667;región F;Falta Servicio;2018-01-05
AFG-002129;región B;Facturación;2018-05-01
AFG-002804;región F;Falta Servicio;2018-01-06
AFG-001533;región A;Falta Servicio;2018-01-06
AFG-000939;región B;Falta Servicio;2018-01-06
AFG-002707;región E;Falta Servicio;2018-01-07
AFG-001778;región A;Falta Servicio;2018-01-07
AFG-000547;región D;Falta Servicio;2018-01-07
AFG-003080;región C;Cambio de Producto;2018-01-08
AFG-002935;región E;Falta Servicio;2018-01-08
AFG-000281;región B;Falta Servicio;2018-01-08
AFG-002858;región A;No reconoce producto;2018-01-09
AFG-002699;región C;Facturación;2018-01-09
AFG-000011;región D;No reconoce producto;2018-01-09
AFG-002976;región E;Falta Servicio;2018-01-10
AFG-001996;región F;Falta Servicio;2018-10-01
AFG-001442;región D;Falta Servicio;2018-01-10
AFG-002547;región D;Facturación;2018-11-01
AFG-002267;región C;Facturación;2018-11-01
AFG-001759;región B;Facturación;2018-01-11
AFG-001740;región F;Falta Servicio;2018-01-12
AFG-000497;región D;Actualiza datos;2018-01-12
AFG-000290;región A;Cambio de Producto;2018-01-12
AFG-003226;región B;Cambio de Producto;2018-01-13
AFG-001452;región C;Falta Servicio;2018-01-13
AFG-001005;región F;Falta Servicio;2018-01-13
AFG-003134;región D;Falta Servicio;2018-01-14
AFG-003098;región C;Actualiza datos;2018-01-14
AFG-002180;región B;Facturación;2018-01-14
AFG-003276;región F;Instalación pendiente;2018-01-15
AFG-003052;región A;Cambio de Producto;2018-01-15
AFG-001196;región B;Instalación pendiente;2018-01-15
AFG-003219;región B;No reconoce producto;2018-01-16
AFG-001809;región E;Falta Servicio;2018-01-16
AFG-001446;región D;Falta Servicio;2018-01-16
AFG-003213;región F;Falta Servicio;2018-01-17
AFG-002826;región D;Facturación;2018-01-17
AFG-001904;región A;Facturación;2018-01-17
AFG-002529;región D;Facturación;2018-01-18
AFG-002082;región B;Facturación;2018-01-18
AFG-000898;región C;Instalación pendiente;2018-01-18
AFG-002491;región D;Facturación;2018-01-19
AFG-000643;región E;Facturación;2018-01-19
AFG-000088;región B;Falta Servicio;2018-01-19
AFG-002820;región F;Facturación;2018-01-20
AFG-002320;región B;Falta Servicio;2018-01-20
AFG-000885;región C;Cambio de Producto;2018-01-20
AFG-003238;región C;Facturación;2018-01-21
AFG-002778;región F;Falta Servicio;2018-01-21
AFG-001266;región A;No reconoce producto;2018-01-21
AFG-003160;región E;Facturación;2018-01-22
AFG-002074;región D;Falta Servicio;2018-01-22
